type,Tau_PT_sum,Tau_PT_dif,Tau_PT_1,Tau_PT_2,Tau_Mass_sum,Tau_Mass_dif,Tau_Mass_1,Tau_Mass_2,Tau_Ener_sum,Tau_Ener_1,Tau_Ener_2,Tau_Eta_dif,Tau_Eta_1,Tau_Eta_2,Tau_Phi_dif,Tau_Phi_1,Tau_Phi_2,Miss_MET,Jet_PT_sum,Jet_PT_dif,Jet_PT_1,Jet_PT_2,Jet_Mass_sum,Jet_Mass_dif,Jet_Mass_1,Jet_Mass_2,Jet_Ener_sum,Jet_Ener_1,Jet_Ener_2,Jet_Eta_dif,Jet_Eta_1,Jet_Eta_2,Jet_Phi_dif,Jet_Phi_1,Jet_Phi_2
1,325.422,36.9768,181.199,144.222,2.77134,0.974078,1.87271,0.898631,391.457,196.662,194.795,-0.404578,0.410128,0.814706,-3.19299,-0.729741,2.46325,11.6579,257.955,34.0053,145.98,111.975,38.3054,11.5891,24.9472,13.3581,1050.62,700.577,350.044,4.05544,2.2499,-1.80554,-2.89899,-1.42168,1.47731
1,202.279,72.6492,137.464,64.8147,7.93409,3.33101,5.63255,2.30154,378.501,139.135,239.366,2.13107,0.150361,-1.98071,1.79324,2.89301,1.09978,9.34933,249.036,20.8089,134.923,114.114,31.2139,-0.402546,15.4057,15.8082,1809.3,343.248,1466.05,4.82943,1.58472,-3.2447,1.40036,0.369723,-1.03064
1,192.944,70.5414,131.743,61.2012,2.45435,2.45435,2.45435,1.3487e-06,230.283,139.325,90.958,-1.28718,-0.337189,0.949987,2.12888,1.53482,-0.594064,159.074,477.882,258.257,368.069,109.813,112.506,71.7821,92.1441,20.362,4580,482.924,4097.08,5.05396,0.741747,-4.31221,3.36556,2.88135,-0.484209
1,354.176,259.667,306.922,47.2549,7.495,1.90477,4.69989,2.79511,585.127,324.211,260.915,2.7272,0.333775,-2.39343,2.3453,2.65988,0.314579,109.488,283.667,11.5103,147.588,136.078,29.5313,8.9607,19.246,10.2853,1630.7,1472.8,157.902,-3.54588,-2.99103,0.554845,-2.53184,-2.30805,0.223798
1,276.51,67.8918,172.201,104.309,1.72678,0.0483224,0.887552,0.839229,412.382,175.93,236.452,1.66654,0.207661,-1.45888,-3.2688,-1.27057,1.99823,21.1606,176.61,23.708,100.159,76.4511,15.451,-1.82463,6.81317,8.6378,1503.16,423.06,1080.1,5.45947,2.11945,-3.34002,2.46275,2.19656,-0.266193
1,168.821,2.86779,85.8445,82.9767,1.60384,-1.60384,-9.53674e-07,1.60384,194.49,86.1752,108.315,-0.674938,0.0877466,0.762684,-1.25744,0.843887,2.10133,117.972,326.409,87.9561,207.182,119.226,30.9452,10.4238,20.6845,10.2607,1806.08,616.497,1189.58,4.74441,1.75349,-2.99092,-2.53956,-2.43812,0.101442
1,294.336,150.699,222.518,71.8186,10.3671,5.89442,8.13074,2.23633,361.864,289.064,72.8004,0.592425,0.754681,0.162255,0.140575,-0.0571617,-0.197737,42.5493,146.418,3.09888,74.7583,71.6594,16.1157,-8.54309,3.78629,12.3294,767.709,247.865,519.844,-4.53777,-1.86809,2.66968,1.80361,2.96181,1.1582
1,525.707,128.377,327.042,198.665,48.8735,35.7542,42.3139,6.55962,584.434,333.863,250.571,0.866159,0.158725,-0.707434,-2.86488,-0.688,2.17688,79.9981,174.984,64.1548,119.569,55.4145,29.1991,20.303,24.7511,4.44804,3449.32,2480,969.322,-7.2787,-3.72463,3.55407,4.14261,2.3404,-1.80221
1,255.883,119.707,187.795,68.0879,2.05013,0.91499,1.48256,0.567571,341.79,267.232,74.5578,0.45759,0.890082,0.432492,-2.8516,-2.19904,0.65256,56.5505,310.234,165.22,237.727,72.5068,16.8222,3.72109,10.2716,6.55054,1081.65,496.481,585.167,4.14378,1.36634,-2.77744,4.18137,1.26918,-2.91219
1,248.064,29.4389,138.752,109.313,3.3764,3.37639,3.37639,5.3948e-06,443.243,142.444,300.799,1.44165,-0.228945,-1.67059,1.64401,-0.288462,-1.93247,116.719,191.086,32.8201,111.953,79.133,35.2501,9.54969,22.3999,12.8502,2881.33,593.147,2288.18,-6.40797,-2.35076,4.05722,-0.602262,1.20285,1.80512
1,305.423,168.563,236.993,68.4304,17.7169,7.2318,12.4744,5.24256,746.106,640.386,105.72,-0.650888,-1.65084,-0.99995,1.8769,-0.515247,-2.39215,74.0298,422.56,125.252,273.906,148.654,75.8403,50.431,63.1357,12.7047,1230.43,674.483,555.947,-3.539,-1.54545,1.99355,4.56752,1.73582,-2.83171
1,269.966,190.528,230.247,39.7188,14.6503,14.6503,14.6503,0,378.984,257.193,121.791,2.26145,0.475544,-1.78591,2.35295,0.128434,-2.22452,22.0522,267.199,189.978,228.589,38.6104,12.2673,4.78444,8.52587,3.74143,964.126,384.993,579.133,4.51138,1.11136,-3.40002,-5.32232,-3.10804,2.21428
1,778.998,198.594,488.796,290.202,61.6769,-37.2604,12.2083,49.4686,943.178,497.753,445.425,0.795239,-0.189549,-0.984788,-2.7004,-0.136498,2.5639,72.221,243.835,89.7894,166.812,77.0229,23.9483,-12.7089,5.6197,18.3286,393.138,273.808,119.33,-2.06874,-1.07918,0.989562,3.69834,3.12507,-0.573264
1,200.233,11.1858,105.709,94.5235,4.47302,0.719375,2.5962,1.87682,255.658,150.393,105.265,0.417633,0.889605,0.471972,0.583875,-1.44566,-2.02954,70.7892,470.424,222.182,346.303,124.121,39.3893,11.4484,25.4189,13.9704,3527.75,1343.92,2183.83,5.59186,2.03197,-3.55989,-1.19295,1.60237,2.79532
1,313.341,89.3041,201.322,112.018,4.10053,1.91863,3.00958,1.09095,347.98,201.365,146.615,-0.781157,-0.0142018,0.766955,-2.92578,-1.35705,1.56873,59.417,114.347,42.0571,78.2021,36.145,13.959,3.52435,8.7417,5.21734,479.98,134.127,345.853,4.08031,1.13154,-2.94877,0.655383,2.37048,1.7151
1,409.007,205.402,307.205,101.803,31.5247,-8.5744,11.4751,20.0495,509.457,335.068,174.389,-1.54571,-0.421283,1.12443,2.86208,2.16338,-0.698692,83.9915,188.32,26.1154,107.218,81.1023,22.773,7.83564,15.3043,7.4687,754.576,226.591,527.985,-3.93793,-1.37748,2.56045,-3.38588,-0.622015,2.76387
1,121.62,75.4711,98.5458,23.0747,6.8082,2.94817,4.87818,1.93001,253.378,124.382,128.996,3.11389,0.707904,-2.40598,0.828413,-2.21946,-3.04787,47.1859,356.446,12.4215,184.434,172.012,42.5265,6.2325,24.3795,18.147,2172.48,656.339,1516.14,4.80766,1.94146,-2.8662,0.644124,0.543934,-0.10019
1,280.034,51.6893,165.862,114.172,31.5306,28.5319,30.0313,1.49935,544.384,423.976,120.408,1.91704,1.58827,-0.328762,-4.16809,-1.10204,3.06605,129.15,187.37,117.688,152.529,34.8411,23.779,8.43935,16.1092,7.66981,1114.78,225.669,889.108,4.87255,0.940403,-3.93214,-0.952094,0.00120506,0.953299
1,171.725,55.3121,113.519,58.2066,2.49796,-0.167324,1.16532,1.33264,344.38,214.648,129.732,-2.69144,-1.2515,1.43994,-5.95533,-2.85686,3.09847,119.816,217.807,55.8942,136.851,80.9565,23.7397,5.79148,14.7656,8.97412,1654.22,238.443,1415.78,-4.70496,-1.15113,3.55383,0.617184,0.406195,-0.210989
1,351.94,144.854,248.397,103.543,4.69699,-4.697,-5.3948e-06,4.69699,624.864,430.819,194.045,0.0927603,-1.14787,-1.24063,-1.03705,-2.66041,-1.62336,71.7189,464.21,194.989,329.6,134.611,64.9664,-2.87708,31.0447,33.9217,1600.79,1196.29,404.495,-3.7231,-1.96236,1.76074,1.35528,1.29023,-0.0650483
1,271.966,55.2137,163.59,108.376,1.23955,-1.23955,-1.90735e-06,1.23955,307.177,168.772,138.405,0.477115,-0.251041,-0.728156,-4.08361,-2.94645,1.13716,42.4356,200.347,147.289,173.818,26.5289,12.8179,7.12543,9.97168,2.84625,502.836,388.62,114.216,3.58204,1.44313,-2.13891,2.21744,-0.0612609,-2.2787
1,474.859,182.33,328.594,146.265,4.86284,1.47891,3.17087,1.69197,597.263,417.786,179.477,-0.0593398,-0.721024,-0.661684,3.61068,0.504285,-3.1064,92.0468,175.844,23.9873,99.9154,75.9281,29.1294,9.39155,19.2605,9.86892,723.863,488.976,234.887,4.06406,2.26974,-1.79432,1.19787,-1.35853,-2.5564
1,219.777,27.3594,123.568,96.2086,2.12737,-0.409146,0.859114,1.26826,238.528,130.556,107.972,0.15477,-0.334683,-0.489453,3.13567,2.61784,-0.517834,107.708,183.22,19.4902,101.355,81.8649,21.3968,-10.8075,5.29467,16.1022,386.32,133.024,253.296,2.56332,0.770032,-1.79329,1.72317,1.25285,-0.470318
1,308.688,71.6882,190.188,118.5,30.0132,-21.3164,4.34841,25.6648,445.264,314.782,130.482,1.4862,1.08978,-0.396423,3.56977,1.71087,-1.85891,100.14,184.707,14.7324,99.7197,84.9873,29.8892,10.5772,20.2332,9.65601,440.072,129.624,310.447,2.70569,0.736818,-1.96887,-2.55772,-0.38283,2.17489
1,460.693,204.04,332.366,128.326,13.3371,7.9844,10.6608,2.67635,652.918,443.622,209.296,-0.274757,0.796519,1.07128,3.03349,3.10403,0.0705332,177.546,332.221,15.8307,174.026,158.195,20.1899,2.76179,11.4758,8.71405,2537.37,264.559,2272.81,4.33592,0.979052,-3.35687,-3.25934,-0.901724,2.35762
1,320.11,258.556,289.333,30.777,7.22222,4.58206,5.90214,1.32008,329.579,292.369,37.2101,0.491361,-0.143316,-0.634677,-1.2767,1.3839,2.66059,59.3855,525.852,166.801,346.326,179.526,65.6984,17.0852,41.3918,24.3066,2977.33,610.157,2367.17,4.43497,1.16418,-3.27079,-4.02447,-1.36005,2.66441
1,168.312,73.7425,121.027,47.2847,16.3215,14.1733,15.2474,1.07408,210.59,146.293,64.2975,-1.45014,-0.625635,0.824509,-1.9442,0.294351,2.23855,40.5979,175.905,13.4285,94.6669,81.2385,25.2476,-0.24417,12.5017,12.7459,850.725,124.283,726.442,3.64446,0.76384,-2.88062,-0.226818,-2.26112,-2.0343
1,80.6124,12.2152,46.4138,34.1986,0.0129941,0.0129931,0.0129936,4.76837e-07,84.0751,46.4548,37.6203,0.485718,0.0420279,-0.44369,0.413232,-1.63713,-2.05036,103.42,199.541,76.229,137.885,61.6562,19.9022,5.36611,12.6341,7.26802,1694.35,667.624,1026.72,-5.7642,-2.25943,3.50477,2.32235,2.02154,-0.300811
1,256.755,23.2503,140.003,116.753,6.14858,0.0489209,3.09875,3.04983,394.959,192.939,202.02,-0.300736,0.844117,1.14485,2.74105,1.49998,-1.24107,33.6016,259.744,41.9133,150.829,108.916,17.5218,-0.8769,8.32247,9.19937,1464.08,1296.48,167.606,3.8354,2.84098,-0.994416,-3.74144,-2.22785,1.51359
1,80.1695,15.7792,47.9744,32.1952,1.71464,-1.2046,0.25502,1.45962,131.311,48.6352,82.6753,-1.43011,0.165704,1.59581,-3.47313,-0.629091,2.84404,116.421,243.596,156.113,199.855,43.7413,25.1033,6.36759,15.7355,9.36787,921.551,371.129,550.422,4.45289,1.22908,-3.22381,3.75486,2.29092,-1.46393
1,411.391,196.14,303.766,107.625,6.53159,-2.5034,2.01409,4.5175,436.186,303.868,132.319,-0.689113,-0.0250406,0.664072,-2.71921,-1.79604,0.923167,252.342,175.289,39.8587,107.574,67.715,17.6309,5.12976,11.3803,6.25058,685.12,197.711,487.409,3.87789,1.21589,-2.662,-5.32828,-3.01013,2.31815
1,219.17,122.089,170.63,48.5407,12.8749,11.5379,12.2064,0.668496,286.569,171.977,114.592,-1.40044,0.103441,1.50388,-0.71702,0.43234,1.14936,81.7549,273.224,73.2371,173.231,99.9936,27.8376,10.8504,19.344,8.49363,1944.84,268.604,1676.23,-4.51437,-1.00293,3.51144,-0.653051,-2.71369,-2.06064
1,127.857,66.974,97.4154,30.4414,3.91149,3.91149,3.91149,9.53674e-07,462.119,394.665,67.4535,0.643093,2.07656,1.43347,-1.42979,-1.07462,0.355176,74.2255,297.035,38.7787,167.907,129.128,27.9095,-4.84667,11.5314,16.3781,1089.55,517.19,572.36,-3.95914,-1.79043,2.16872,-0.573995,1.93397,2.50796
1,164.146,51.0737,107.61,56.5363,4.01391,4.01391,4.01391,-1.90735e-06,204.396,121.588,82.8087,-0.427003,0.503153,0.930157,0.57921,3.01834,2.43913,181.92,387.172,162.05,274.611,112.561,44.1311,-3.01668,20.5572,23.5739,1949.01,1368.01,580.993,4.61259,2.28856,-2.32403,-1.6065,-1.20974,0.396758
1,316.465,260.372,288.418,28.0462,5.48743,2.33237,3.9099,1.57753,451.232,319.429,131.802,1.76951,-0.459494,-2.22901,2.15611,1.10431,-1.0518,31.1391,292.022,20.3517,156.187,135.835,39.275,17.8267,28.5508,10.7242,1588.45,169.196,1419.25,3.40334,0.366075,-3.03727,-5.19104,-2.12707,3.06396
1,110.867,31.146,71.0063,39.8603,0.984081,0.984077,0.984079,1.90735e-06,177.211,77.151,100.061,-1.98415,-0.412871,1.57127,-0.75667,1.31835,2.07502,162.529,333.77,210.863,272.317,61.4537,68.2003,41.1065,54.6534,13.5469,1411.86,418.759,993.101,-4.45876,-0.984121,3.47464,-1.77554,-1.93552,-0.159975
1,351.964,232.148,292.056,59.9084,5.10856,3.2759,4.19223,0.916331,374.681,300.94,73.7416,-0.912623,-0.245628,0.666994,4.079,2.88645,-1.19256,6.30167,181.569,54.9207,118.245,63.3243,16.6202,-0.788616,7.9158,8.70442,664.33,570.22,94.11,-3.19951,-2.25538,0.944123,-1.03594,-0.591314,0.444625
1,330.485,246.595,288.54,41.9447,9.91866,5.65862,7.78864,2.13002,725.322,642.626,82.6958,-2.73907,-1.43909,1.29998,0.60952,1.7709,1.16138,38.8189,325.216,98.9023,212.059,113.157,25.4448,22.6996,24.0722,1.37257,754.879,609.743,145.136,2.45185,1.71678,-0.735074,1.16388,-0.793471,-1.95735
1,180.925,72.3187,126.622,54.3031,4.70973,-1.78325,1.46324,3.24649,322.566,139.207,183.358,1.44504,-0.442113,-1.88716,3.87479,2.73972,-1.13508,22.1262,195.613,70.5162,133.064,62.5483,24.0323,5.30256,14.6674,9.36485,1058.73,756.932,301.798,-4.67914,-2.42358,2.25556,1.02432,0.546468,-0.47785
1,277.714,160.714,219.214,58.5003,6.50169,5.1608,5.83124,0.670448,473.466,271.606,201.86,-2.5879,-0.67791,1.90999,-0.150467,-0.754947,-0.60448,49.2671,317.926,79.857,198.892,119.035,43.019,-7.22997,17.8945,25.1245,1879.74,265.852,1613.89,-4.09436,-0.79571,3.29865,5.19772,2.51726,-2.68046
1,121.16,30.496,75.8282,45.3322,7.19385,7.19385,7.19385,0,238.783,181.063,57.7197,-0.792212,-1.5156,-0.723392,-4.22013,-1.68341,2.53672,53.7065,150.735,42.8769,96.8061,53.9292,25.7904,17.2522,21.5213,4.26909,1618.91,1190.16,428.753,-5.96279,-3.20046,2.76233,2.31923,0.583566,-1.73566
1,1169.94,717.414,943.679,226.265,14.3047,-14.3046,2.15792e-05,14.3046,1547.6,1053.36,494.243,1.89451,0.477585,-1.41692,1.99259,-0.254209,-2.2468,195.981,1029.86,235.072,632.467,397.395,101.704,-32.1633,34.7703,66.9336,4981.43,1515.13,3466.3,4.37533,1.51976,-2.85557,4.97305,2.14548,-2.82756
1,195.723,17.3024,106.512,89.2101,6.83412,-2.08318,2.37547,4.45865,400.68,131.667,269.013,-1.09393,0.674135,1.76806,-1.50668,-1.49898,0.00770607,9.17253,252.384,67.6511,160.017,92.3663,27.0784,-2.87275,12.1029,14.9756,1730.29,569.099,1161.19,-5.16423,-1.94131,3.22292,3.21573,1.86516,-1.35057
1,179.792,86.751,133.271,46.5204,8.71604,1.48581,5.10092,3.61511,409.157,321.2,87.9571,-0.276129,-1.52657,-1.25044,-2.50876,-0.711785,1.79697,26.4783,173.566,41.5246,107.545,66.0205,27.9028,-9.36855,9.2671,18.6356,1803.37,121.209,1682.16,4.42309,0.492515,-3.93057,4.51561,2.49777,-2.01784
1,253.66,68.5587,161.11,92.5508,4.26205,-1.47514,1.39346,2.8686,285.43,173.997,111.434,1.02507,0.397273,-0.627802,-1.10294,1.14075,2.24368,261.225,332.717,12.8681,172.792,159.924,28.8531,-9.60912,9.62201,19.2311,2001.93,1432.49,569.445,4.74673,2.80454,-1.94219,1.33002,-0.691955,-2.02197
1,121.902,56.1727,89.0374,32.8646,1.57229,0.694679,1.13348,0.438806,141.306,107.836,33.47,0.447605,0.638805,0.1912,-0.783621,-2.95052,-2.1669,42.8461,249.938,120.403,185.17,64.7673,28.9065,26.7474,27.8269,1.07953,1977.14,467.58,1509.56,5.41723,1.57577,-3.84146,-0.328237,0.819402,1.14764
1,259.632,69.5576,164.595,95.0371,12.4659,-8.25564,2.10513,10.3608,445.278,184.57,260.708,1.17875,-0.487674,-1.66642,-5.02155,-2.74524,2.2763,113.519,278.846,120.381,199.614,79.233,48.6691,21.3931,35.0311,13.638,966.697,776.441,190.256,3.55329,2.03348,-1.5198,-1.32719,0.124231,1.45142
1,361.705,299.951,330.828,30.877,16.7629,5.644,11.2035,5.55946,844.118,447.569,396.549,-4.06102,-0.816699,3.24432,0.100935,-0.420659,-0.521594,31.8651,315.237,12.7318,163.985,151.253,22.3051,2.88961,12.5973,9.70773,727.238,248.09,479.149,-2.79223,-0.972138,1.82009,0.202251,3.02528,2.82303
1,237.185,170.109,203.647,33.5378,1.93468,0.875232,1.40495,0.529722,303.545,232.674,70.8705,0.852176,-0.527744,-1.37992,1.00457,-1.33192,-2.33649,27.6199,257.119,54.9149,156.017,101.102,36.4003,14.5403,25.4703,10.93,1155.57,353.341,802.233,-4.21529,-1.45496,2.76033,1.49153,2.21407,0.72254
1,581.101,136.826,358.964,222.138,17.4587,14.426,15.9424,1.51636,633.188,377.953,255.234,-0.218284,0.321,0.539284,2.04271,2.07422,0.0315007,240.821,735.28,426.652,580.966,154.314,41.6019,20.776,31.189,10.413,1847.6,851.237,996.363,-3.48188,-0.929715,2.55216,-1.86398,-1.7989,0.0650745
1,71.5421,19.0478,45.2949,26.2471,2.08287,-0.0327462,1.02506,1.05781,72.5886,46.3126,26.2761,-0.186243,-0.210401,-0.024158,-4.58744,-2.93194,1.6555,102.285,204.006,80.2907,142.148,61.8577,29.2009,7.31393,18.2574,10.9435,1510.02,1245.38,264.643,-4.99196,-2.86009,2.13186,-0.932985,-0.465452,0.467532
1,191.337,67.467,129.402,61.935,6.19549,1.74751,3.9715,2.22399,545.671,335.238,210.433,0.288308,-1.60547,-1.89377,2.67531,0.780259,-1.89506,74.9712,105.237,20.158,62.6973,42.5393,14.4041,2.72069,8.56239,5.8417,1365.5,1311.83,53.6682,-4.43203,-3.73341,0.698616,1.52546,-0.380788,-1.90625
1,321.957,16.7623,169.36,152.597,10.194,7.1096,8.65179,1.54219,345.125,173.057,172.068,0.702248,0.202392,-0.499857,3.73717,2.47974,-1.25743,94.8615,199.374,53.6302,126.502,72.8719,33.1854,17.345,25.2652,7.92016,1148.93,346.932,802,4.75356,1.66413,-3.08943,-3.21327,-0.307807,2.90546
1,189.776,86.8195,138.298,51.4782,13.966,-6.35884,3.80357,10.1624,410.951,176.783,234.168,-2.92411,-0.729358,2.19476,1.61079,0.930978,-0.679815,63.811,257.533,184.699,221.116,36.4167,35.9964,27.3089,31.6526,4.34377,2493.37,2380.16,113.213,-4.86681,-3.06713,1.79968,-4.48676,-2.91301,1.57375
1,56.9018,1.00691,28.9544,27.9474,2.59179,0.0672281,1.32951,1.26228,58.0925,29.422,28.6706,-0.396236,-0.17363,0.222606,-4.62315,-2.89661,1.72654,84.6445,151.778,0.867027,76.3227,75.4557,27.1354,3.65038,15.3929,11.7425,1063.27,613.523,449.744,-5.24401,-2.77318,2.47082,-1.97999,-1.09234,0.887654
1,122.557,54.9096,88.7334,33.8238,4.0322,1.21493,2.62356,1.40863,139.13,95.9039,43.2259,-1.12686,-0.398373,0.728491,-1.49072,0.0721608,1.56288,80.6197,167.052,15.2684,91.1604,75.892,20.7692,0.165708,10.4674,10.3017,533.999,245.947,288.052,3.65689,1.6484,-2.00849,1.07448,-1.73287,-2.80734
1,230.601,134.437,182.519,48.0824,5.53613,3.75397,4.64505,0.891082,260.07,199.157,60.9128,-1.13815,-0.423124,0.715022,0.924596,-0.435488,-1.36008,60.7029,318.172,213.089,265.631,52.5415,28.8232,7.93883,18.381,10.4422,752.999,351.834,401.165,-3.50447,-0.783214,2.72126,3.22312,2.52063,-0.702498
1,211.397,62.686,137.041,74.3555,1.66991,-1.6699,6.60725e-06,1.66991,448.407,351.716,96.6912,-0.838698,-1.59537,-0.75667,-1.29515,-2.94583,-1.65069,448.439,565.326,397.908,481.617,83.709,28.4868,3.37611,15.9314,12.5553,1366.27,651.401,714.871,3.65064,0.816338,-2.8343,1.15649,1.02186,-0.13463
1,505.605,182.605,344.105,161.5,3.67214,-1.99851,0.836815,2.83533,1034.18,733.993,300.188,-2.62179,-1.39058,1.23122,2.48177,2.5564,0.0746318,52.7456,263.486,143.915,203.701,59.7855,25.7257,0.225637,12.9757,12.7501,719.302,655.557,63.7444,2.13451,1.83671,-0.2978,3.22374,0.412782,-2.81096
1,118.262,1.03838,59.6502,58.6118,3.15634,-1.21536,0.970488,2.18585,300.892,94.5048,206.387,0.896863,-1.03424,-1.9311,-3.98396,-2.00853,1.97543,98.1595,372.549,3.5117,188.03,184.519,38.0989,0.950352,19.5246,18.5743,952.113,286.518,665.595,2.9362,0.980316,-1.95588,1.58869,2.5408,0.952112
1,162.195,43.1916,102.693,59.5016,10.8744,7.82554,9.34996,1.52442,166.64,103.171,63.4697,-0.330267,0.0321107,0.362378,-2.74122,-1.46506,1.27617,28.4502,264.751,38.6493,151.7,113.051,18.2857,-2.96624,7.65975,10.626,2021.32,1540.56,480.755,5.13499,3.0087,-2.12629,3.09213,0.173223,-2.91891
1,271.533,23.858,147.695,123.837,5.60608,1.827,3.71654,1.88954,369.451,209.988,159.463,0.147346,0.888663,0.741317,-1.66944,-3.11082,-1.44138,28.1056,408.137,49.8603,228.999,179.138,24.8508,12.273,18.5619,6.2889,1723.08,361.253,1361.83,3.74427,1.02706,-2.71721,-0.673521,-0.654154,0.0193666
1,155.396,4.77895,80.0875,75.3086,1.0214,-1.0214,0,1.0214,170.717,80.0882,90.6291,-0.631368,-0.00396415,0.627404,1.0296,0.23232,-0.797281,36.6342,173.689,103.388,138.539,35.1505,16.6939,6.26818,11.481,5.21285,550.463,344.415,206.048,-4.01402,-1.56009,2.45394,0.239984,2.7794,2.53942
1,100.378,44.3975,72.3876,27.9901,4.72864,0.729008,2.72882,1.99982,122.747,94.6832,28.0637,-0.778062,-0.76535,0.0127112,-2.99378,-1.65274,1.34104,18.5717,64.5719,6.27988,35.4259,29.146,11.6877,5.51826,8.60296,3.0847,588.393,103.657,484.736,5.23605,1.73254,-3.50351,3.26851,1.79631,-1.4722
1,328.51,3.1516,165.831,162.679,2.5406,2.5406,2.5406,-2.6974e-06,604.989,396.18,208.809,-2.25336,-1.51703,0.736333,-1.48391,1.41065,2.89456,50.2231,308.733,80.1908,194.462,114.271,23.2688,2.61966,12.9442,10.3245,1721.45,204.057,1517.39,3.58402,0.306142,-3.27788,2.1745,-0.394384,-2.56888
1,213.637,91.9267,152.782,60.8553,6.85526,-0.738539,3.05836,3.7969,599.922,283.956,315.966,-1.09972,1.23109,2.3308,-3.76945,-2.83795,0.931504,28.7188,176.167,29.4387,102.803,73.3641,24.3104,5.14018,14.7253,9.58509,2294.36,2206.3,88.0544,4.37071,3.75884,-0.611871,-2.22697,-1.9206,0.306373
1,129.523,40.3895,84.9564,44.5669,10.9984,-2.8382,4.0801,6.91829,250.61,204.117,46.4926,1.77378,1.52306,-0.25072,-1.53258,1.03646,2.56904,99.5816,206.997,93.6076,150.302,56.6947,29.4488,7.89967,18.6742,10.7746,2468.13,558.382,1909.75,6.19629,1.98634,-4.20995,-2.34369,-2.08061,0.26308
1,186.672,50.1905,118.431,68.2408,1.67383,-1.67383,2.33602e-06,1.67383,222.029,122.645,99.384,1.1881,0.265959,-0.922139,3.2186,0.373335,-2.84526,136.687,287.945,134.867,211.406,76.5391,9.42024,1.36428,5.39226,4.02798,1561.62,309.583,1252.03,4.4166,0.929666,-3.48693,-3.22201,-2.49184,0.730164
1,431.118,93.7139,262.416,168.702,10.2982,4.65135,7.47478,2.82343,773.375,576.091,197.283,-1.99692,-1.42294,0.573981,-3.13,-2.4767,0.653298,42.1439,86.5364,28.6373,57.5868,28.9495,11.0625,-0.806083,5.12823,5.93431,186.58,72.6637,113.916,-2.74969,-0.70459,2.0451,2.06019,1.516,-0.544195
1,261.451,193.292,227.371,34.0798,11.1299,8.85893,9.99442,1.13549,467.424,432.538,34.8859,1.47291,1.25833,-0.214583,-2.25627,-2.92661,-0.670334,59.1014,224.658,41.6766,133.167,91.4907,19.8696,4.96606,12.4178,7.45177,2538.09,2443.09,95.0073,-3.8665,-3.6018,0.264696,-1.78316,-0.397851,1.3853
1,198.452,110.759,154.606,43.8464,4.49732,1.34613,2.92173,1.5756,286.809,242.556,44.2526,-0.890293,-1.02154,-0.131249,-5.56469,-2.73915,2.82554,17.8063,453.658,201.999,327.828,125.829,76.3314,56.4809,66.4062,9.92525,1220.96,842.023,378.936,-3.35927,-1.59283,1.76644,3.22538,0.519599,-2.70578
1,285.886,123.433,204.66,81.2262,4.46624,3.3924,3.92932,0.536923,347.296,252.061,95.2353,0.0887447,0.667901,0.579156,-2.44743,-2.05255,0.394873,115.842,199.6,31.2522,115.426,84.1741,29.235,-4.17525,12.5299,16.7051,1514.21,1211.08,303.126,-4.99441,-3.04145,1.95296,0.165366,1.45304,1.28768
1,98.7247,45.5675,72.1461,26.5786,5.91094,-1.23354,2.3387,3.57224,109.314,81.4763,27.8372,0.225059,0.502359,0.277299,0.987045,0.141365,-0.84568,90.3024,311.081,101.691,206.386,104.695,41.0941,-11.1919,14.9511,26.143,1047.6,775.057,272.54,3.60368,1.99792,-1.60576,3.5159,2.01487,-1.50103
1,263.97,161.69,212.83,51.1396,2.27254,-0.425469,0.923537,1.34901,270.441,212.834,57.6068,0.501456,0.00429145,-0.497165,-1.52993,0.506885,2.03682,81.0572,186.473,96.9842,141.729,44.7446,21.5772,2.68609,12.1316,9.44555,517.516,426.892,90.624,-3.09176,-1.76656,1.32519,-0.55383,-2.01618,-1.46235
1,182.354,24.0008,103.177,79.1764,1.20688,1.20687,1.20688,2.6974e-06,270.048,110.658,159.39,-1.70286,-0.378366,1.32449,-1.77393,-1.32815,0.445774,46.9018,408.012,33.7211,220.867,187.145,40.7005,13.2481,26.9743,13.7262,1415.5,396.721,1018.78,-3.56657,-1.18758,2.37899,3.87378,2.47983,-1.39396
1,146.125,0.523621,73.3244,72.8008,1.99911,-1.99912,-1.90735e-06,1.99912,267.942,132.872,135.07,-0.0279999,1.20096,1.22896,-1.35513,1.68378,3.03891,37.5893,183.283,27.0476,105.165,78.1179,27.8114,2.9602,15.3858,12.4256,784.82,638.492,146.328,3.72571,2.48957,-1.23614,-1.64313,-1.84098,-0.19785
1,450.92,236.801,343.86,107.06,6.58568,4.8963,5.74099,0.844692,1334.19,1203.77,130.424,1.2759,1.92506,0.649157,-2.68213,-2.44073,0.241405,29.45,178.106,64.0047,121.056,57.0508,32.3438,-0.945312,15.6992,16.6445,675.488,323.177,352.311,4.14271,1.63674,-2.50597,-1.18737,0.773369,1.96073
1,137.847,19.9295,78.888,58.9585,1.33208,1.33209,1.33208,-2.6974e-06,229.747,80.7041,149.043,-1.36539,0.213515,1.57891,-0.0160149,1.26282,1.27884,108.369,181.486,68.1297,124.808,56.6781,11.0749,5.22225,8.14856,2.92631,3191.86,329.051,2862.81,-6.23939,-1.62417,4.61522,0.239932,-2.01417,-2.2541
